title,content,tokens
Page 128,"Okay, a few last points about the current state of childrearing inAmerica.Alot of people who cry out for government intervention or, as Tipper Gore calls them, 'consumer tools' to help raise and control their children are people who are just too lazy to do it themselves. These are the ""Me"" Generation assholes who think that their lives are the most important thing going. Once they have reproduced themselves, they adopt the attitude that the little replicant crawling around on the ﬂoor mustn't be a 'burden' to them, taking up too much of their 'hard- earned leisure time.' They want to make sure that while they're out running around, getting really really healthy, and keeping their tans and wearing those rags around their heads, somebody will take care of their precious 'child-creature' for them. WAITAMINUTE! I'VE GOT IT! How about The Government? Or some nice Christian Group? Or somebody who says he's ""qualiﬁed""? Grandma never would have put up with this shit. I am disturbed by the way people like that treat their children -- especially the single-child yuppo-family that uses the child as a status object: ""A perfect child? Of course! We have one here -- he's under the coffee table. Ralph, stand up! Play the violin!"" It's as if they are saying, ""Yeah, just look at HIM. We fucked! This came out. Now he can do so much homework! Yeah, we have a good boy. How about yours? Those people over there -- they have an ugly one with a Jughead hat."" ""Oh, we got ours a coonskin one -- he was so-o-o grateful."" The more boring the child is, the more the parents, when showing off the child, receive adulation for being good parents -- because they have a tame child-creature in their house. That's why they'll bring their neighbors in, open the door to the kid's room and show him off: ""Here, look at this! Ever seen one of these up close?"" -- and if the creature in the room isn't frothing at the mouth and listening to backwards masking with heavy metal clothes on, then the parents are considered a 'success'; to be admired in the community. My best advice to anyone who wants to raise a happy, mentally healthy child is: Keep him or her as far away from a church as you can. Children are naïve -- they trust everyone. School is bad enough, but, if you put a child anywhere in the vicinity of a church, you're asking for trouble.",533
Page 129,CHAPTER 15 Porn Wars,8
Page 130,"""The man that hath no music in himself, Nor is not mov'd with concord of sweet sounds, Is fit for treasons, stratagems, and spoils; The motions of his spirit are dull as night, And his affections dark as Erebus: Let no such man be trusted. Mark the music."" (The Merchant of Venice, Act V, Scene I) The background history of the Parents' Music Resource Center, or PMRC, would take up more space than it's worth to spell out in detail. There are several 'historical accounts' from which to choose. Let's arbitrarily choose this one: One day in 1985, Tipper Gore, wife of the Democratic Senator from Tennessee, bought her eight-year-old daughter a copy of the soundtrack alburn to Prince's Purple Rain -- an R-rated ﬁlm which had already generated considerable controversy for its sexual content. For some reason, however, she was shocked when their daughter pointed out a reference to masturbation in a song called ""Darling Nikki."" Tipper rounded up a bunch of her Washington housewife friends, most of whom happened to be married to inﬂuential members of the U.S. Senate, and founded the PMRC. On or about May 31, 1985, the PMRC sent a letter to Stanley Gortikov, then president of the Recording IndustryAssociation ofAmerica (RIAA), accusing the record industry of exposing the youth ofAmerica to ""sex, violence, and the gloriﬁcation of drugs and alcohol."" Maybe they hadn't been watching television lately. The letter went on to demand a rating system for rock records similar to the MPAArating system for ﬁlms. The signatories included Gore, Susan Baker (wife of Treasury Secretary James Baker), Pam Howar and Sally Nevius (wives of prominent Washington businessmen) and the wives of nine other U.S. Senators. Within moments, Edward O. Fritts, president of the NationalAssociation of Broadcasters, wrote letters to forty-ﬁve hundred commercial radio stations, implying that if they broadcast songs with explicit lyrics they would risk losing their licenses. As this frenzy for self-mutilation developed, people within the record and broadcast industry debated amongst themselves as to what the most 'prudent course of action' might be -- in other words, they were all in such a hurry to bend over for these harpies that the only details left for them to decide were: When to bend over, How far to bend over. When we bend, do we spread? Who's got the Crisco? So, in a music trade publication called Cashbox, I wrote them an open letter. ""Extortion, Pure and Simple"" An Open Letter to the Music Industry With all due respect to Stan Gortikov and the RIAA, I would like a few moments of your time to express my personal feelings regarding the unfortunate decision to bend over for the PMRC on the issue of album 'identification.' First, let me say that I appreciate the difficult position the RIAA is in, and sympathize fully with the organization's struggle to move legislation through Congress. The problem seems to be the Thurmond Committee. This is where the industry's proposed legislation will live or die. It is no secret that Mrs. Thurmond is a member of PMRC. What is apparently happening is a case of extortion, pure and simple: THE RIAA MUST TAP-DANCE FOR THESE WASHINGTON WIVES OR THE INDUSTRY'S BILL WILL FEEL THE WRATH OF THEIR FAMOUS HUSBANDS. It is to the RIAA's credit that the bulk of PMRC's demands were rejected, however capitulation on the stickering issue will cause more problems than it will solve.",693
Page 131,"The PMRC makes no secret of their intentions to use 'special relationships' to force this issue. In an interview on an Albany radio station, Mrs. Howar made reference to a Mr. Fowler at the FCC, suggesting that some intervention by this agency might be in order, should their other nefarious techniques fail. Did somebody rewrite the FCC charter while we weren't looking? What's going on here? Extortion is still an illegal act, conspiracy to commit extortion is an illegal act, and this issue goes beyond First Amendment considerations. No person married or related to a governmental official should be permitted to waste the nation's time on ill-conceived housewife hobby projects such as this. The PMRC's case is totally without merit, based on a hodgepodge of fundamentalist frogwash and illogical conclusions. Shrieking in terror at the thought of someone hearing references to masturbation on a Prince record, they put on their 'guardian of the people' costumes and the media comes running. It is an unfortunate trend of the eighties that the slightest murmur from a special interest group (especially when it has friends in high places) causes a knee-jerk reaction of appeasement from a wide range of industries that ought to know better. If you are an artist reading this, think for a moment. . . did anyone ask you if you wanted to have the stigma of 'potential filth' plopped onto your next release via this 'appeasement sticker'? If you are a songwriter, did anyone ask you if you wanted to spend the rest of your career modifying your lyric content to suit the spiritual needs of an imaginary eleven-year-old ? The answer is, obviously, NO. In all of this, the main concern has been the business agenda of the major labels versus the egos and sexual neuroses of these vigilant ladies. A record company has the right to conduct its business and to make a profit, but not at the expense of the people who make the product possible. . . someone still has to write and perform THE MUSIC. The RIAA has taken what I feel to be a shortsighted approach to the issue. The 'voluntary sticker' will not appease these creatures, nor will it grease the chute through the Thurmond Committee. There are no promises or guarantees here; only threats and insinuations from the PMRC. The RIAA has shown a certain disregard for the creative people of the industry in their eagerness to protect the revenues of the record companies. Ladies and gentlemen, we are all in this together. . . when you watched the hostages on TV, didn't you sort of mumble to yourself, ""Let's nuke 'em!""? The PMRC deserves nothing less (and the same to the NMRC or any other censorship group with a broadcast blacklist in its back pocket). For the elected officials who sit idly by while their wives run rabid with anti-sexual pseudo-Christian legislative fervor, there lurks the potential for the same sort of dumb embarrassment caused by Billy Carter's fascinating exploits. I do not deny anyone the right to their opinions on any matter. . . but when certain people's opinions have the potential to influence my life and the lives of my children because of their special access to legislative machinery, I think it raises important questions of law. Ronald Reagan came to office with the proclaimed intention of getting the federal government off our backs. The secret agenda seems to be not to remove it, but to force certain people to wear it like a lampshade at a D.C. Tupperware party. Nobody looks good wearing brown lipstick. These creatures can hurt you. Get mad. Fight back. Use the phone. Use the telex. Demand that Congress deal with the substantive issue of connubial 'insider trading' and power-brokerage. Demand censure for those elected officials who participate. Demand fairness for the record industry's legislation in the Thurmond Committee. Remind them that they have a duty to the people who elected them that takes priority over their domestic relationships. Did anyone give a shit about this? No. So, I decided to write an open letter to The President, which read, in part. . .",804
Page 132,"Mr. President, Even though I disagree strongly with many administration policies, I have never doubted that your personal views on Basic Constitutional Issues are sincere. I would like to know your opinion of the record censorship program sponsored by the PMRC, an organization involving the wives of elected governmental officials. Do you support this effort? If so, have you considered the basic issue of fairness when a pet project, likely to result in legislative action that will restrain trade and affect the lives of millions of Americans, is promoted by the spouse of an elected official and rushed to a Senate hearing while important national business waits in the wings? Is it fair that people not fortunate enough to be married to a D.C. Superstar have to keep their mouths shut while THE WASHINGTON WIVES' diddle with the legislative machinery? The PMRC is an unlicensed lobbying group, comporting itself outrageously. While threatening an entire industry with the wrath of their husbands' powerful committees, they blithely spew frogwash and innuendo with the assistance of an utterly captivated media. When the PMRC's proposal leaps to a full committee hearing September 19th, an unfortunate precedent will be set. If you support the PMRC (or the NMRC or any other Fundamentalist Pressure Groups) in their efforts to perpetuate the myth that SEX EQUALS SIN, you will help to institutionalize the neurotic misconception that keeps pornographers in business. In a nation where deranged pressure groups fight for the removal of sexual education from public schools, and parents know so little about sex that they have to call Dr. Ruth on TV for answers to rudimentary anatomical questions, it would seem infinitely more responsible for these esteemed wives and mothers to demand a full-scale Congressional demystification of the subject. Are we headed toward a time when descriptions of sexual behavior in entertainment media can be obtained only by employing a lawyer to petition under the Freedom Of Information Act? Must all sexual practices in the United States be tested and approved by The Moral Majority? When they test them, do we get to watch? The PMRC loudly decries the label of censorship when it is applied to their plan. Jesse Jackson reminded Jerry Falwell in a recent CNN debate that ""You do not judge a tree by the bark it wears, but by the fruit it bears. . ."" Mr. President, if you are not serious about getting government off our backs, could you at least do something about getting it out of our nostrils? There seems to be a lethal cloud of brimstone and mildewed bunting rising from the Senate floor. I do not expect a reply to this letter, however, any public statement from you on this matter would be greatly appreciated. Thank you, Frank Zappa The President did not answer my letter. Instead, he gave a speech, a short time later, in Crystal City, Virginia, wherein he claimed that everybody in the record industry was a pornographer. Finally on September 19, 1985, the Senate Commerce, Technology and Transportation Committee held a day of highly publicized hearings to discuss the PMRC's proposal (a kangaroo court -- ﬁve of the Committee's members had wives in the PMRC).",601
Page 133,"FRANK ZAPPA: STATEMENT TO CONGRESS SEPTEMBER 19, 1985 These are my personal observations and opinions. I speak on behalf of no group or professional organization. My full statement has been supplied to you in advance. I wish it entered into the Congressional Record. Since my speaking time has been limited to ten minutes, I will read only part of it. I address my comments to the PMRC and the public, as well as this committee. The PMRC proposal is an ill-conceived piece of nonsense which fails to deliver any real benefits to children, infringes the civil liberties of people who are not children and promises to keep the courts busy for years, dealing with the interpretational and enforcemental problems inherent in the proposal's design. It is my understanding that, in law, First Amendment issues are decided with a preference for the least restrictive alternative. In this context, the PMRC's demands are the equivalent of treating dandruff by decapitation. No one has forced Mrs. Baker or Mrs. Gore to bring Prince or Sheena Easton into their homes. Thanks to the Constitution, they are free to buy other forms of music for their children. Apparently they insist on purchasing the works of contemporary recording artists in order to support a personal illusion of aerobic sophistication. Ladies, please be advised: the $8.98 purchase price does not entitle you to a kiss on the foot from the composer or performer in exchange for a spin on the family Victrola. Taken as a whole, the complete list of PMRC demands reads like an instruction manual for some sinister kind of 'toilet training program' to housebreak ALL composers and performers because of the lyrics of a few. Ladies, how dare you? The ladies' shame must be shared by the bosses at the major labels who, through the RIAA, chose to bargain away the rights of composers, performers, and retailers in order to pass H.R. 2911, the blank tape tax: A PRIVATE TAX, LEVIED BY AN INDUSTRY ON CONSUMERS, FOR THE BENEFIT OF A SELECT GROUP WITHIN THAT INDUSTRY. Is this a 'consumer issue'? You bet it is. PMRC spokesperson Kandy Stroud announced to millions of fascinated viewers on last Friday's ABC Nightline debate that Senator Gore, a man she described as ""a friend of the music industry,"" is co-sponsor of something she referred to as 'anti-piracy legislation.' Is this the same tax bill with a nicer name? The major record labels need to have H.R. 2911 whiz through a few committees before anybody smells a rat. One of them is chaired by Senator Thurmond. Is it a coincidence that Mrs. Thurmond is affiliated with the PMRC? I can't say she's a member, because the PMRC HAS NO MEMBERS. Their secretary told me on the phone last Friday that the PMRC has NO MEMBERS. . . only FOUNDERS. I asked how many other D.C. wives are NONMEMBERS of an organization that raises money by mail, has a tax- exempt status, and seems intent on running the Constitution of the United States through the family paper-shredder. I asked her if it was a cult. Finally, she said she couldn't give me an answer and that she had to call their lawyer. While the wife of the Secretary of the Treasury recites ""Gonna drive my love inside you. . .,"" and Senator Gore's wife talks about ""BONDAGE!"" and ""Oral sex at gunpoint"" on The CBS Evening News,",668
Page 134,"people in high places work on a tax bill that is so ridiculous, the only way to sneak it through is to keep the public's mind on something else: 'PORN ROCK.' The PMRC practices a curious double standard with these fervent recitations. Thanks to them, helpless young children all over America get to hear about oral sex at gunpoint on network TV several nights a week. Is there a secret FCC dispensation here? What sort of end justifies THESE means? PTA parents should keep an eye on these ladies if that's their idea of 'good taste.' Is the basic issue morality? Is it mental health? Is it an issue at all? The PMRC has created a lot of confusion with improper comparisons between song lyrics, videos, record packaging, radio broadcasting and live performances. These are all different mediums, and the people who work in them have a right to conduct their business without trade-restraining legislation, whipped up like an instant pudding by The Wives Of Big Brother. Is it proper that the husband of a PMRC NON-MEMBER/FOUNDER/PERSON sits on any committee considering business pertaining to the blank tape tax or his wife's lobbying organization? Can any committee thus constituted 'find facts' in a fair and unbiased manner? This committee has three. A minor conflict of interest? The PMRC promotes their program as a harmless type of consumer information service, providing 'guidelines' which will assist baffled parents in the determination of the 'suitability' of records listened to by 'very young children.' The methods they propose have several unfortunate side effects, not the least of which is the reduction of all American music, recorded and live, to the intellectual level of a Saturday morning cartoon show. Teenagers with $8.98 in their pocket might go into a record store alone, but 'very young children' do not. Usually there is a parent in attendance. The $8.98 is in the parent's pocket. The parent can always suggest that the $8.98 be spent on a book. If the parent is afraid to let the child read a book, perhaps the $8.98 can be spent on recordings of instrumental music. Why not bring jazz or classical music into your home instead of Blackie Lawless or Madonna? Great music with NO WORDS AT ALL is available to anyone with sense enough to look beyond this week's platinum-selling fashion plate. Children in the 'vulnerable' age bracket have a natural love for music. If, as a parent, you believe they should be exposed to something more uplifting than ""SUGAR WALLS,"" support Music Appreciation programs in schools. Why haven't you considered YOUR CHILD'S NEED FOR CONSUMER INFORMATION? Music Appreciation costs very little compared to sports expenditures. Your children have a right to know that something besides pop music exists. It is unfortunate that the PMRC would rather dispense governmentally sanitized heavy metal music than something more 'uplifting.' Is this an indication of PMRC's personal taste, or just another manifestation of the low priority this administration has placed on education for the arts in America? The answer, of course, is NEITHER. You can't distract people from thinking about an unfair tax by talking about Music Appreciation. For that you need SEX. . . and LOTS OF IT. Because of the subjective nature of the PMRC ratings, it is impossible to guarantee that some sort of 'despised concept' won't sneak through, tucked away in new slang or the overstressed pronunciation of an otherwise innocent word. If the goal here is TOTAL VERBAL/MORAL SAFETY, there is only one way to achieve it: watch no TV, read no books, see no movies, listen to only instrumental music or buy no music at all. The establishment of a rating system, voluntary or otherwise, opens the door to an endless parade of Moral Quality Control Programs based on 'Things Certain Christians Don't Like.' What if the next bunch of Washington Wives demands a large yellow 'J' on all material written or performed by Jews, in order to save helpless children from exposure to 'concealed Zionist doctrine'? Record ratings are frequently compared to film ratings. Apart from the quantitative difference, there is another that is more important: People who act in films are hired to 'pretend.' No matter how the film is rated, it won't hurt them personally. Since many musicians write and perform their own material and stand by it as their art (whether you like it or not), an imposed rating will stigmatize them as INDIVIDUALS. How long before composers and performers are told to wear a festive little PMRC ARMBAND with their Scarlet Letter on it? The PMRC rating system restrains trade in one specific musical field: rock. No ratings have been requested for comedy records or country music. Is there anyone in the PMRC who can differentiate INFALLIBLY between rock and country music? Artists in both fields cross stylistic lines. Some artists",955
Page 135,"include comedy material. If an album is part rock, part country, part comedy, what sort of label would it get? Shouldn't the ladies be warning everyone that inside those country albums with the American flags, the big trucks and the atomic pompadours there lurks a fascinating variety of songs about sex, violence, alcohol and THE DEVIL, recorded in a way that lets you hear EVERY WORD, sung for you by people who have been to prison and are PROUD OF IT? If enacted, the PMRC program would have the effect of protectionist legislation for the country music industry, providing more security for cowboys than it does for children. One major retail outlet has already informed the Capitol Records sales staff that it would not purchase or display an album with ANY KIND OF STICKER ON IT. Another chain with outlets in shopping malls has been told by the landlord that if it racked 'hard-rated albums' they would lose their lease. That opens up an awful lot of shelf space for somebody. Could it be that a certain Senatorial husband-and-wife team from Tennessee sees this as an 'affirmative action program' to benefit the suffering multitudes in Nashville? Is the PMRC attempting to save future generations from SEX ITSELF? The type, the amount and the timing of sexual information given to a child should be determined by parents, not by people who are involved in a tax scheme cover-up. The PMRC has concocted a Mythical Beast, and compounds the chicanery by demanding 'consumer guidelines' to keep it from inviting your children inside its SUGAR WALLS. Is the next step the adoption of a 'PMRC National Legal Age For COMPREHENSION Of Vaginal Arousal'? Many people in this room would gladly support such legislation, but, before they start drafting their bill, I urge them to consider these facts: [1] There is no conclusive scientific evidence to support the claim that exposure to any form of music will cause the listener to commit a crime or damn his soul to hell. [2] Masturbation is not illegal. If it is not illegal to do it, why should it be illegal to sing about it? [3] No medical evidence of hairy palms, warts, or blindness has been linked to masturbation or vaginal arousal, nor has it been proven that hearing references to either topic automatically turns the listener into a social liability. [4] Enforcement of antimasturbatory legislation could prove costly and time-consuming. [5] There is not enough prison space to hold all the children who do it. The PMRC's proposal is most offensive in its 'moral tone.' It seeks to enforce a set of implied religious values on its victims. Iran has a religious government. Good for them. I like having the capitol of the United States in Washington, D.C., in spite of recent efforts to move it to Lynchburg, Virginia. Fundamentalism is not a state religion. The PMRC's request for labels regarding sexually explicit lyrics, violence, drugs, alcohol, and especially OCCULT CONTENT reads like a catalog of phenomena abhorrent to practitioners of that faith. How a person worships is a private matter, and should not be INFLICTED UPON or EXPLOITED BY others. Understanding the fundamentalist leanings of this organization, I think it is fair to wonder if their rating system will eventually be extended to inform parents as to whether a musical group has homosexuals in it. Will the PMRC permit musical groups to exist, but only if gay members don't sing, and are not depicted on the album cover? The PMRC has demanded that record companies 'reevaluate' the contracts of those groups who do things on stage that THEY find offensive. I remind the PMRC that GROUPS are comprised of INDIVIDUALS. If one guy wiggles too much, does the whole band get an 'X'? If the group gets dropped from the label as a result of this 'reevaluation' process, do the other guys in the group who weren't wiggling get to sue the guy who wiggled because he ruined their careers? Do the FOUNDERS of this TAX-EXEMPT ORGANIZATION WITH NO MEMBERS plan to indemnify record companies for any losses incurred from unfavorably decided breach-of-contract suits, or is there a PMRC secret agent in the Justice Department? Should individual musicians be rated? If so, who is qualified to determine if the GUITAR PLAYER is an 'X,' the VOCALIST is a 'D/A,' or the DRUMMER is a 'V'? If the BASS PLAYER (or his senator) belongs to a religious group that dances around with poisonous snakes, does he get an 'O'? What if he has an earring in one ear, wears an Italian horn around his neck, sings about his astrological sign, practices yoga, reads the Quaballah or owns a rosary? Will his 'occult content' rating go into an old CoIntelPro computer, emerging later as a 'FACT,' to determine if he qualifies for a homeowner loan? Will they tell",962
Page 136,"you this is necessary to protect the folks next door from the possibility of 'devil-worship' lyrics creeping through the wall? What hazards await the unfortunate retailer who accidentally sells an 'O' rated record to somebody's little Johnny? Nobody in Washington seemed to care when Christian terrorists bombed abortion clinics in the name of Jesus. Will you care when the 'FRIENDS OF THE WIVES OF BIG BROTHER' blow up the shopping mall? The PMRC wants ratings to start as of the date of their enactment. That leaves the current crop of 'objectionable material' untouched. What will be the status of recordings from the Golden Era prior to censorship? Do they become collector's items. . . or will another 'fair and unbiased committee' order them destroyed in a public ceremony? Bad facts make bad law, and people who write bad laws are, in my opinion, more dangerous than songwriters who celebrate sexuality. Freedom of speech, freedom of religious thought, and the right to due process for composers, performers and retailers are imperiled if the PMRC and the major labels consummate this nasty bargain. Are we expected to give up Article One so the big guys can collect an extra dollar on every blank tape and ten to twenty-five percent on tape recorders? What's going on here? Do WE get to vote on this tax? There's an awful lot of smoke pouring out of the legislative machinery used by the PMRC to inflate this issue. Try not to inhale it. Those responsible for the vandalism should pay for the damage by VOLUNTARILY RATING THEMSELVES. If they refuse, perhaps the voters could assist in awarding the Congressional 'X,' the Congressional 'D/A,' the Congressional 'V,' and the Congressional 'O.' Just like the ladies say: these ratings are necessary to protect our children. I hope it's not too late to put them where they REALLY belong. I testiﬁed before the Senate committee, along with John Denver and Dee Snider. My only regret about that episode is that, under the rules of the hearing, I was not afforded an opportunity to respond when I was denounced by a semiapoplectic Slade Gorton (former Republican Senator from Washington State) for my ""Constitutional ignorance."" I would have liked to remind him that although I ﬂunked just about everything else in high school, I did get an 'A' in Civics. If he wanted to tell me I was just an ignorant musician, why didn't he use the 'Ted Koppel method' and say, ""Now, Mr. Zappa, you're an intelligent man. . ."" Anybody who gets that recitation from Ted twice in one episode of Nightline has surely been told how stupid he is. One of the best lines of the afternoon came from Senator James Exon (D) of Nebraska -- not exactly a liberal guy -- who asked, ""I wonder, Mr. Chairman, if we're not talking about federal regulation, and we're not talking about federal legislation, what is the reason for these hearings?"" This received great applause, but was not carried by the network news. Exon also pointed out that these hearings were better attended, by audience and media (thirty-ﬁve TV feeds, ﬁfty still photographers) than any other legislative procedure he had been involved in, including hearings on the budget and Star Wars. Afew months later the RIAAcaved in and, on November 1, 1985, agreed to place warning stickers on potentially offending albums, reading, ""Explicit Lyrics -- Parental Advisory."" The timing was interesting -- the agreement was announced just a few days after the Senate version of The Blank Tape Tax received a committee hearing -- October 30, 1985 -- and who was listed as one of the bill's cosponsors? SenatorAlbert Gore, of course. When Jack Valenti, the president of the Motion PictureAssociation ofAmerica, asked Tipper Gore how many of the records released every year she would put into the objectionable category, Tipper said ﬁve percent. If ﬁve percent of the records are objectionable to the PMRC, and the process of stickering is further mitigated by the looseness of the agreement, it is not surprising that in the years since the RIAA's agreement with the PMRC was made, only a few albums have had stickers on them -- placed on those albums either because the group thought it would be 'a sales tool' or because they had no clout and the record company stuck them with it. Shortly after the second anniversary of that agreement, the PMRC asked for a review of the agreement because there had been noncompliance. The fact is, not many people do albums with lyrics that they would object to, and most of those who do are signed to record companies which are not members of the RIAA, and so are not covered by the ladies' pathetic little non-agreement. The PMRC's list of people signed to member labels of the RIAAwho were 'offensive' in 1985 was pretty ridiculous. The Captain and Tennille were on it for ""Do That to Me One More Time."" The Jacksons were on for ""Torture."" Bruce Springsteen was on for ""I'm on Fire,"" and, of course, Prince, for the fabulous ""Darling Nikki.""",1022
Page 137,"Where was he throughout all this? He went apeshit and sued some spaghetti company for calling their product 'Prince,' but remained curiously silent during the record-ratings stuff. None of the artists who made it onto the list which became known as The PMRC's Filthy Fifteen had anything in their lyrics even close to the stuff in my catalog, and yet, for some reason, I was never accused of being a 'violator.' You Want a Sticker? I'll Give You a Sticker! Because of a dispute with MCA(Musicians' Cemetery ofAmerica) Records, which had contracted to distribute Barking Pumpkin Records in 1983, I invented MY OWN STICKER. MCAplanned to release Thing-Fish. The deal was done -- they were up to the test-pressing stage.Awoman in the 'quality control department' of their pressing plant listened to my album and became quite upset. Because she was offended, MCAbacked out of the deal. So in 1984 I prepared this little item: WARNING/GUARANTEE This album contains material which a truly would neither fear nor suppress. In some socially retarded areas, religious fanatics and ultra-conservative political organizations violate your First Amendment Rights by attempting to censor rock & roll albums. We feel that this is un-Constitutional and un-American. As an alternative to these government-supported programs (designed to keep you docile and ignorant), Barking Pumpkin is pleased to provide stimulating digital audio entertainment for those of you who have outgrown the ordinary. The language and concepts contained herein are GUARANTEED NOT TO CAUSE ETERNAL TORMENT IN THE PLACE WHERE THE GUY WITH THE HORNS AND THE POINTED STICK CONDUCTS HIS BUSINESS. This guarantee is as real as the threats of the video fundamentalists who use attacks on rock music in their attempt to transform America into a nation of check-mailing nincompoops (in the name of Jesus Christ). If there is a hell, its fires wait for them, not us. Now What? The agreement between the PMRC and the RIAAis, for all intents and purposes, unenforceable. Now the PMRC has moved into the world of video, complaining about television, home video and MTV. Paradoxically, Al Gore introduced legislation that would make it easier for people in Tennessee to get cable service, bringing MTV and slasher movies into entertainment-starved backwoods homes.",450
Page 138,"There were a lot of things that didn't add up during the PMRC episode. It seemed to me, and I stated it in interviews at the time, that the whole business looked like the ground ﬂoor of a presidential campaign for The Junior Senator From Tennessee. Making Gore-geous Music? Off his Super Tuesday efforts, Sen. Albert Gore Jr. of Tennessee says he's now ready to rock 'n' roll to the Democratic presidential nomination. Off the sales of his hit record ""I Want Your Sex,"" George Michael says he's now ready to rock 'n' roll all the way to the bank. Yes, folks, as strange as it may sound, there is a connection! Michael credits Gore's wife, Tipper, with helping to push his album Faith (which contains the ""Sex"" song) way into the multimillion sales (3 million copies sold in this country alone). How so? Because Mrs. G. has been so outspoken against obscene lyrics in rock music, says Michael. ""Perhaps now she can help sell a few thousand more records since her husband won big in the primaries,"" Michael said in Perth, Australia, where he is performing. Gore won in six states in the Super Tuesday primaries. ""As Americans like to say, there was much hoopla about nothing,"" Michael said about the lyrics in the song. ""It was, after all, just a pop record."" New York Daily News, March 11, 1988 Following up on this -- a CNN show called Crossﬁre covered the PMRC topic twice with me as a guest, the ﬁrst time in 1985 (when I told that guy from The Washington Times to kiss my ass), and then again in 1987, when George Michael's sex song was 'controversial.' Believe it or not, ladies and gentlemen, the premise of that second debate on Crossﬁre was (don't laugh) ""Does Rock Music CauseAIDS?"", with an opening bumper that included clips from Mr. Michael's video. The Blacklist The ﬁrst time I got involved with the PMRC issue was when I debated Kandy Stroud in Washington, D.C., on CBS Nightwatch inAugust 1985. It was supposed to be a one-hour taped debate in front of a live audience",446
Page 139,"(which happened to include Stroud's young children, listening raptly as Mom recited the familiar litany of ""oral sex at gunpoint,"" etc., etc.). During the audience question-and-answer session, a Washington, D.C., disc jockey named Serf stated that the whole thing reminded him of the radio blacklist days -- when certain artists and records were forbidden to be played on the air. That grabbed my attention. Several things were edited out of the show by the time it ﬁnally went on the air, and that was one of them. The following week I was in New York doing a live radio interview on WNEW-FM. I was talking with the disc jockey about the blacklist days. I asked him, ""Have you ever seen one?"" ""Yeah,"" he said. ""I've seen it."" ""You've seen The Blacklist?"" I said. ""Would you go to court and say that you have?"" Then the guy started to get really worried. After the Commerce Committee hearing on September 19, I began doing a lot of interviews on the PMRC topic. Sometime in November, right after the RIAAmade their stupid agreement with the PMRC, I was back in New York, and one of the people who came there to interview me had been hired to write an article for Playboy magazine. She had heard the radio broadcast on WNEW with the reference to a blacklist and, through the Freedom of InformationAct, had managed to actually get her hands on one. She showed it to me and explained that the reason people haven't seen the blacklists before is that when you try to ﬁnd one through the Freedom of InformationAct, they don't help you. You have to ask exactly the right agency for exactly the right documents, or you don't get them. Who would ever think of asking the Department of Defense for a blacklist of pop songs? She did, and that's where it came from. It was datedApril 1971 or 1972, and it had ""Puff the Magic Dragon"" on it alone with maybe nineteen other songs. The blacklist wasn't just the one piece of paper. It was a stack a couple of inches thick, and included all the corresponding FCC documents (it appeared that they were helping to implement the restraints -- in violation of their charter) -- and she was going to write an article about it for Playboy. It never appeared. I don't know where she is. I don't know what happened to the blacklist. Three other journalists were sitting in the room when she came in -- a guy from Cashbox and two women from High Times -- and the list was shown to them. She thought she had a scoop, and she wasn't going to show the whole batch of documents to everybody, but a few of the people there saw it, as I did, and said, ""I don't believe this."" True Confessions On February 14, 1986, the Maryland State Senate Judiciary Committee held a hearing on a bill proposed by delegate Judith Toth to modify the existing state pornography statute so as to include records, tapes and CDs. The bill had already been passed by the Maryland House of Delegates, and a Senate vote in favor would have placed it into law in Maryland, creating a dangerous national precedent. Maryland has some funny ideas as to what constitutes pornography. Considering that it was my home state, I thought the least I could do was to help keep its citizens from making total fools of themselves, so I went there to offer my testimony. The night before the hearing, the lobbyist hired by the RIAA, Mr. Bruce Bereano, threw a cocktail reception inAnnapolis so I could meet a few of the state delegates. It was an evening of handshaking, autograph signing and posing for pictures.As I was introduced to each legislator, I asked which way he or she had voted. The bill, after all, had already passed the House by ninety-six to thirty or thereabouts. The delegates were honest and told me frankly how they had voted, and if they said they had voted for the bill, I gave them a pretty good razz. I said, ""This is your last chance to recant. All you have to do is ﬁll out this piece of paper and say you've changed your position."" I got ﬁve of them to write confessions at that reception, and the next day at the hearing, I said, ""Here",876
